Customer_ID,Customer_Name,Gender,Age,Area,Customer_Segment,Loyalty_Tier,Join_Date
C00858,Oni Nagarajan,Female,18.0,Civil Lines,Regular,Silver,2019-07-21
C00508,Kai Oza,Male,18.0,Jhotwara,Regular,Silver,2023-05-17
C06696,Aryan Nigam,Male,44.0,Mansarovar,Regular,Gold,2019-06-15
C08244,Indali Chaudry,Female,44.0,Tonk Road,Wholesale,Platinum,2023-11-28
C11065,Leena Bath,Female,18.0,Sodala,Regular,Silver,2020-02-28
C01873,Jason Edwin,Male,27.0,Durgapura,Regular,Silver,2021-08-01
C02991,Chaitanya Bandi,Male,38.0,C-Scheme,Regular,Silver,2023-02-12
C02320,Orinder Kanda,Male,40.0,Vaishali Nagar,Regular,Gold,2024-11-24
C10904,Ikshita Wagle,Female,32.0,Sodala,Regular,Silver,2022-05-26
C08429,Ucchal Khare,Female,32.0,Bapu Nagar,Wholesale,Platinum,2019-03-27
C02317,Arunima Ray,Female,37.0,Jagatpura,Regular,Gold,2022-10-29
C04933,Irya Kalla,Female,36.0,Pratap Nagar,Regular,Silver,2025-04-09
C04026,Balendra Cherian,Male,38.0,Shyam Nagar,Regular,Silver,2022-11-14
C11305,Ekani Bir,Female,22.0,Malviya Nagar,Regular,Silver,2022-10-25
C08458,Rushil Nadkarni,Male,51.0,Vidyadhar Nagar,Premium,Gold,2019-12-27
C04825,Alka Deshmukh,Female,47.0,Bapu Nagar,Regular,Gold,2019-07-09
C13969,Isha Raju,Female,38.0,Shyam Nagar,Premium,Silver,2022-06-05
C13108,Samesh Oommen,Male,36.0,Bani Park,Premium,Gold,2020-10-08
C12181,Pranav Dixit,Male,52.0,Sodala,Regular,Silver,2021-06-30
C03518,Zinal Saran,Female,39.0,Pratap Nagar,Regular,Silver,2019-05-04
C14225,Bachittar Chacko,Male,41.0,Ajmer Road,Regular,Platinum,2021-01-21
C13981,Wazir Kar,Male,33.0,Sikar Road,Regular,Gold,2019-10-27
C07351,Nirja Dugar,Female,57.0,C-Scheme,Regular,Gold,2020-01-19
C11231,Sanaya Sastry,Female,51.0,Mansarovar,Regular,Silver,2025-02-28
C06410,Yutika Hans,Female,44.0,Jhotwara,Regular,Gold,2020-06-22
C06919,Inaya Tata,Female,44.0,Bapu Nagar,Regular,Silver,2020-09-27
C11236,Yash Bobal,Male,63.0,Bani Park,Premium,Gold,2021-10-31
C11625,Udarsh Dutt,Male,23.0,Vaishali Nagar,Regular,Silver,2021-09-25
C05840,Jagat Chakrabarti,Male,54.0,Bani Park,Wholesale,Gold,2025-08-04
C06811,Theodore Rai,Male,51.0,C-Scheme,Wholesale,Platinum,2024-01-27
C01853,Faras Talwar,Male,41.0,Bapu Nagar,Regular,Gold,2019-07-23
C06895,Adweta Goda,Female,38.0,Sikar Road,Regular,Silver,2018-02-03
C10072,Saksham Chanda,Male,32.0,Bani Park,Regular,Silver,2020-01-05
C10213,Wishi Goda,Female,41.0,Vidyadhar Nagar,Regular,Gold,2022-04-20
C11598,Hemal Loke,Female,27.0,Jhotwara,Regular,Platinum,2023-02-25
C14848,Bhavika Panchal,Female,38.0,Pratap Nagar,Premium,Gold,2021-09-05
C02903,Mohini Balan,Female,56.0,Vaishali Nagar,Regular,Silver,2023-03-22
C12940,Warjas Wadhwa,Male,21.0,Jhotwara,Regular,Silver,2019-03-29
C12559,Charita Nazareth,Female,33.0,Durgapura,Regular,Gold,2020-08-29
C07030,Benjamin Nori,Male,37.0,Shyam Nagar,Regular,Silver,2025-01-10
C05483,Libni Mahal,Female,38.0,Shyam Nagar,Regular,Gold,2020-06-06
C05040,Falan Yogi,Male,53.0,Raja Park,Premium,Gold,2023-10-27
C14359,Jasmit Kothari,Female,32.0,Civil Lines,Regular,Gold,2022-06-04
C03085,Shravya Mishra,Female,30.0,Mansarovar,Premium,Platinum,2023-05-21
C05831,Dev Pandya,Male,48.0,Vaishali Nagar,Regular,Gold,2018-11-25
C12409,Harshil Sridhar,Male,40.0,Jhotwara,Regular,Gold,2025-12-17
C06260,Arin Bala,Male,44.0,Bani Park,Regular,Gold,2022-03-13
C10841,Yauvani Varghese,Female,18.0,Vaishali Nagar,Regular,Gold,2025-07-13
C14853,Waida Nazareth,Female,43.0,Tonk Road,Regular,Gold,2021-08-10
C08423,Gagan Master,Male,58.0,Pratap Nagar,Regular,Silver,2018-03-13
C12936,Tristan Lad,Male,50.0,Tonk Road,Regular,Silver,2019-07-25
C04423,Girish Srivastava,Male,43.0,Pratap Nagar,Regular,Platinum,2024-12-03
C13675,Balvan Pandey,Male,31.0,Civil Lines,Regular,Gold,2021-02-21
C14901,Indrajit Parekh,Male,30.0,Shyam Nagar,Premium,Gold,2019-08-23
C01946,Aadhya Mittal,Female,24.0,Jagatpura,Regular,Silver,2021-09-25
C10399,Saanvi Sahni,Female,40.0,Mansarovar,Regular,Silver,2020-11-03
C03307,Geetika Gala,Female,38.0,Malviya Nagar,Premium,Gold,2020-01-10
C02096,Baghyawati Date,Female,42.0,Pratap Nagar,Regular,Silver,2024-12-16
C09045,Siya Borde,Female,31.0,Bani Park,Regular,Silver,2020-12-15
C07423,Harrison Bhatia,Male,35.0,Malviya Nagar,Wholesale,Platinum,2023-07-16
C07945,George Bora,Male,42.0,Sikar Road,Regular,Silver,2019-06-27
C07197,Qasim Pillai,Male,35.0,Sikar Road,Premium,Silver,2018-09-06
C00668,Oliver Batra,Male,18.0,Sodala,Regular,Silver,2023-12-24
C10185,Netra Ganesan,Female,29.0,Durgapura,Regular,Gold,2019-01-05
C10640,Kala Mammen,Female,24.0,Mansarovar,Regular,Silver,2018-10-08
C11135,Kashish Sule,Female,52.0,Bapu Nagar,Premium,Gold,2024-09-25
C13882,Girindra Varghese,Male,36.0,Malviya Nagar,Regular,Silver,2025-02-01
C08926,Chakradev Kaul,Male,38.0,Tonk Road,Regular,Silver,2019-04-02
C05661,Nirja Thaker,Female,47.0,Vaishali Nagar,Premium,Gold,2024-03-10
C00129,Janani Dutta,Female,27.0,Bani Park,Regular,Silver,2022-09-12
C01385,Charita Goswami,Female,28.0,Ajmer Road,Wholesale,Gold,2025-06-23
C09502,Avi Ben,Male,36.0,Mansarovar,Premium,Gold,2021-06-11
C09155,Reva Chakraborty,Female,34.0,Sodala,Regular,Silver,2020-04-13
C00832,Chandran Sarkar,Male,18.0,Sodala,Regular,Gold,2018-02-01
C13423,Atharv Natarajan,Male,52.0,Sodala,Premium,Silver,2024-08-08
C00762,Jagat Tandon,Male,52.0,Sikar Road,Premium,Platinum,2019-02-12
C14402,Vedant Ravi,Male,52.0,Vidyadhar Nagar,Regular,Gold,2024-04-18
C05960,Nathan Narayanan,Male,30.0,Shyam Nagar,Regular,Gold,2024-03-26
C08100,Oviya Handa,Female,46.0,Mansarovar,Regular,Platinum,2020-12-31
C14342,Kamala Venkataraman,Female,45.0,Tonk Road,Regular,Gold,2018-05-19
C09402,Karan Sachdeva,Male,70.0,Jhotwara,Regular,Gold,2019-06-11
C06511,Ishita Amble,Female,44.0,C-Scheme,Regular,Platinum,2021-01-10
C04315,Ishita Ramaswamy,Female,51.0,Pratap Nagar,Regular,Gold,2024-11-14
C05057,Deepa Gour,Female,28.0,Jhotwara,Regular,Silver,2019-09-02
C06416,Urvashi Rout,Female,42.0,Ajmer Road,Premium,Platinum,2018-06-29
C12339,Garima Chander,Female,56.0,Civil Lines,Wholesale,Gold,2020-10-10
C00028,Chakradhar Pal,Male,49.0,Raja Park,Regular,Silver,2022-08-20
C11223,Chavvi Prashad,Female,50.0,C-Scheme,Regular,Platinum,2023-02-27
C14196,Liam Gill,Male,49.0,Mansarovar,Regular,Platinum,2025-11-23
C03981,Banjeet Swamy,Male,40.0,Shyam Nagar,Regular,Silver,2023-10-08
C06378,Vedika Manda,Female,54.0,Tonk Road,Regular,Gold,2021-02-01
C10862,Sanaya Nadig,Female,30.0,Civil Lines,Wholesale,Platinum,2025-03-11
C13486,Xavier Kamdar,Male,42.0,Civil Lines,Regular,Silver,2021-05-09
C08642,Zansi Raj,Female,41.0,Pratap Nagar,Regular,Silver,2018-05-23
C13390,Isaac Ravel,Male,53.0,Vaishali Nagar,Wholesale,Platinum,2020-06-29
C07901,Amruta Dhawan,Female,39.0,Civil Lines,Premium,Gold,2023-01-09
C01259,Nidhi Jayaraman,Female,39.0,Malviya Nagar,Regular,Silver,2024-10-18
C07771,Nihal Banerjee,Male,18.0,C-Scheme,Premium,Silver,2021-08-28
C11352,Krishna Rajan,Female,54.0,Civil Lines,Regular,Silver,2020-05-09
C11767,Devika Garde,Female,51.0,Sikar Road,Regular,Gold,2023-09-13
C09967,Sathvik Mukherjee,Male,27.0,Sodala,Regular,Silver,2023-04-14
C09862,Kiaan Bumb,Male,22.0,Vidyadhar Nagar,Premium,Platinum,2022-12-23
C06212,Owen Chhabra,Male,30.0,Pratap Nagar,Regular,Silver,2022-10-28
C11610,Forum Bobal,Female,36.0,Sodala,Regular,Platinum,2023-01-01
C05354,Dhriti Dyal,Female,43.0,Vidyadhar Nagar,Premium,Gold,2021-11-13
C12405,Nathan Behl,Male,30.0,Malviya Nagar,Regular,Platinum,2021-01-13
C11339,Ronith Borde,Male,42.0,Raja Park,Regular,Silver,2021-04-10
C00974,Jatin Karpe,Male,36.0,Bani Park,Regular,Silver,2025-10-15
C13698,Samesh Chana,Male,47.0,Bapu Nagar,Regular,Silver,2021-10-02
C03512,Reva Thakkar,Female,35.0,Shyam Nagar,Regular,Silver,2025-05-16
C13049,Henry Tandon,Male,41.0,Sodala,Regular,Silver,2019-02-17
C12989,Zarna Shroff,Female,35.0,Shyam Nagar,Regular,Gold,2019-12-27
C05314,Pranit Acharya,Male,25.0,Durgapura,Regular,Silver,2025-01-06
C13730,Avi Shukla,Male,39.0,Jagatpura,Regular,Silver,2020-09-29
C06127,Hitesh Shan,Male,32.0,Jhotwara,Regular,Platinum,2018-06-24
C07126,Shivani Bhakta,Female,28.0,Bani Park,Regular,Gold,2024-01-23
C05905,Dalaja Chanda,Female,20.0,Jagatpura,Regular,Gold,2023-10-12
C13109,Sara Chhabra,Female,18.0,Jagatpura,Premium,Gold,2022-04-18
C00363,Reyansh Arora,Male,41.0,Raja Park,Regular,Silver,2019-09-18
C07671,Anay Hans,Male,41.0,Raja Park,Regular,Silver,2018-03-29
C14540,Anika Saxena,Female,50.0,Jhotwara,Regular,Gold,2020-09-19
C01952,Wazir Dasgupta,Male,71.0,Raja Park,Premium,Gold,2018-06-09
C06992,Gaurangi Chauhan,Female,27.0,Durgapura,Regular,Gold,2023-07-14
C13651,Osha Aggarwal,Female,42.0,Bapu Nagar,Wholesale,Platinum,2025-09-07
C03526,Pallavi Bansal,Female,45.0,Tonk Road,Regular,Silver,2025-08-10
C02781,Wazir Dua,Male,74.0,Vidyadhar Nagar,Regular,Silver,2025-02-07
C09284,Zehaan Dhar,Male,60.0,Durgapura,Regular,Silver,2022-11-03
C05505,Faras Vasa,Male,38.0,Malviya Nagar,Regular,Silver,2018-06-16
C13434,Yug Kar,Male,34.0,Vaishali Nagar,Regular,Silver,2019-06-28
C04182,Luke Goyal,Male,58.0,Ajmer Road,Premium,Gold,2025-12-22
C13667,Vasudha Sachdeva,Female,43.0,Sikar Road,Regular,Gold,2024-07-08
C10491,Pranit Bhatia,Male,41.0,Bapu Nagar,Regular,Gold,2024-10-01
C13590,Vivaan Kalita,Male,24.0,Bapu Nagar,Premium,Silver,2021-01-15
C09521,Janani Pall,Female,44.0,Durgapura,Premium,Silver,2025-08-31
C13386,Farhan Raghavan,Male,32.0,Sodala,Regular,Silver,2025-09-17
C09331,Bishakha Rao,Female,28.0,Malviya Nagar,Wholesale,Silver,2024-05-17
C07649,Xavier Gade,Male,40.0,Shyam Nagar,Regular,Gold,2020-01-09
C07439,Deepa Pandya,Female,71.0,Shyam Nagar,Regular,Gold,2023-02-11
C00624,Qabil Kanda,Male,48.0,Jhotwara,Regular,Silver,2021-02-24
C13094,Shivani Badal,Female,34.0,Mansarovar,Regular,Silver,2021-08-12
C02866,Avi Sekhon,Male,59.0,Civil Lines,Premium,Platinum,2019-06-18
C07917,Hiral Shetty,Female,32.0,Jagatpura,Premium,Gold,2023-12-02
C04352,Yadavi Wali,Female,34.0,Shyam Nagar,Regular,Gold,2019-03-30
C04638,Ubika Pandey,Female,24.0,Pratap Nagar,Regular,Silver,2022-02-17
C12069,Tanish Gala,Male,53.0,Vidyadhar Nagar,Regular,Gold,2022-06-05
C13400,Wriddhish Mitra,Male,43.0,Pratap Nagar,Wholesale,Platinum,2018-09-17
C02493,Ojasvi Acharya,Female,43.0,Sikar Road,Regular,Gold,2020-03-03
C02114,Krisha Lal,Female,25.0,Vidyadhar Nagar,Regular,Silver,2024-07-01
C01246,Karan Kunda,Male,51.0,Jagatpura,Regular,Silver,2025-08-25
C13688,Ridhi Mittal,Female,53.0,Tonk Road,Premium,Platinum,2020-09-26
C04670,Triveni Tella,Female,54.0,Sikar Road,Wholesale,Platinum,2024-02-28
C07183,Omisha Kumer,Female,56.0,Vaishali Nagar,Regular,Platinum,2025-04-23
C00383,Yashawini Balay,Female,37.0,Sodala,Wholesale,Platinum,2022-12-21
C08411,Tanveer Khurana,Male,49.0,Raja Park,Regular,Gold,2018-05-19
C02847,Charvi Sridhar,Female,26.0,Bani Park,Regular,Silver,2021-07-17
C09025,Urvi Dalal,Female,52.0,Tonk Road,Regular,Platinum,2020-09-08
C08081,Samuel Dugal,Male,33.0,Jhotwara,Premium,Platinum,2019-07-16
C13773,Balveer Dey,Male,28.0,Bani Park,Regular,Gold,2020-05-30
C13527,Urvashi Jhaveri,Female,18.0,Tonk Road,Regular,Silver,2022-06-15
C04751,Upma Brahmbhatt,Female,35.0,C-Scheme,Regular,Silver,2024-08-26
C14150,Zehaan Bir,Male,24.0,Jagatpura,Regular,Silver,2024-10-08
C06513,Aashi Thaman,Female,18.0,Tonk Road,Regular,Platinum,2021-12-15
C11823,Ekbal Manda,Male,20.0,Shyam Nagar,Premium,Gold,2023-11-01
C11501,Hredhaan Gala,Male,43.0,Ajmer Road,Regular,Gold,2020-03-10
C10118,Anthony Gokhale,Male,43.0,C-Scheme,Regular,Silver,2024-01-15
C08978,Vedant Tata,Male,18.0,Civil Lines,Premium,Silver,2024-09-12
C02845,Rajeshri Korpal,Female,38.0,Bani Park,Regular,Silver,2019-01-07
C07372,Qushi Sarin,Female,37.0,Raja Park,Premium,Gold,2021-03-04
C13264,Raagini Chada,Female,48.0,Mansarovar,Regular,Platinum,2024-01-06
C12094,Daksh Suresh,Male,30.0,Sodala,Wholesale,Gold,2022-10-25
C13036,Shivani Sahota,Female,49.0,Sikar Road,Premium,Gold,2022-02-12
C08046,Chaman Ganesh,Female,19.0,Mansarovar,Premium,Gold,2019-03-23
C10055,Jatin Nagi,Male,52.0,Civil Lines,Regular,Gold,2023-04-07
C09079,Yash Dani,Male,40.0,Sodala,Wholesale,Platinum,2018-12-21
C03095,Bachittar Divan,Male,18.0,Mansarovar,Premium,Platinum,2020-06-01
C05989,Farhan Jhaveri,Male,35.0,Sodala,Premium,Platinum,2020-05-01
C05180,Neelima Saran,Female,62.0,Raja Park,Regular,Silver,2022-10-08
C09091,Siddharth Batra,Male,34.0,Vidyadhar Nagar,Regular,Platinum,2018-04-22
C05018,Maya Ramanathan,Female,42.0,Durgapura,Premium,Gold,2022-09-19
C00360,Falak Munshi,Female,38.0,Durgapura,Wholesale,Platinum,2022-11-04
C05723,Gaurangi Sule,Female,51.0,Mansarovar,Regular,Silver,2021-05-06
C07563,Vaishnavi Purohit,Female,29.0,Jagatpura,Regular,Silver,2023-12-08
C06158,Tripti Wagle,Female,64.0,Malviya Nagar,Regular,Gold,2018-12-08
C01348,Ishita Lad,Female,31.0,Jhotwara,Wholesale,Gold,2020-11-26
C03828,Tripti Rastogi,Female,66.0,Bapu Nagar,Premium,Gold,2024-07-29
C02696,Rohan Chand,Male,18.0,Sikar Road,Regular,Gold,2024-11-13
C06572,Guneet Amble,Male,38.0,Bapu Nagar,Premium,Platinum,2021-03-31
C11975,Zilmil Badal,Female,56.0,Mansarovar,Regular,Gold,2021-02-24
C09092,Janani Madan,Female,41.0,C-Scheme,Regular,Gold,2024-10-31
C07870,Gopal Vohra,Male,19.0,Vaishali Nagar,Regular,Silver,2022-07-06
C07518,Arin Kapoor,Male,39.0,Pratap Nagar,Regular,Gold,2025-01-26
C14568,Keya Mann,Female,31.0,Civil Lines,Regular,Silver,2025-11-26
C13931,Aarini Sandal,Female,64.0,Shyam Nagar,Regular,Silver,2024-08-28
C00869,Rachit Agate,Male,41.0,Vidyadhar Nagar,Regular,Silver,2020-03-20
C10476,Patrick Biswas,Male,52.0,Jagatpura,Regular,Silver,2021-04-01
C04890,Neel Zacharia,Male,35.0,Raja Park,Regular,Silver,2023-05-11
C00219,Umang Seshadri,Male,65.0,Shyam Nagar,Regular,Gold,2021-05-19
C14557,Madhav Kulkarni,Male,39.0,Vidyadhar Nagar,Regular,Gold,2022-04-15
C13391,Ranbir Prabhu,Male,49.0,Bapu Nagar,Wholesale,Platinum,2018-08-07
C05088,Daniel Basak,Male,38.0,Shyam Nagar,Wholesale,Gold,2018-10-20
C12089,Amol Narasimhan,Male,18.0,Raja Park,Regular,Platinum,2018-11-15
C02153,Falan Tailor,Male,48.0,Vidyadhar Nagar,Premium,Platinum,2025-01-28
C05099,Ishita Bassi,Female,26.0,Sodala,Premium,Gold,2021-09-06
C00570,Lohit Luthra,Male,18.0,C-Scheme,Regular,Gold,2025-10-26
C14804,Owen Padmanabhan,Male,65.0,Sodala,Regular,Silver,2020-11-09
C15000,Aradhana Deol,Female,49.0,Pratap Nagar,Premium,Gold,2019-05-15
C02768,Udant Chowdhury,Male,35.0,Civil Lines,Regular,Platinum,2023-02-23
C08150,Devika Keer,Female,60.0,Durgapura,Premium,Gold,2024-08-15
C08032,Pratyush Shenoy,Male,22.0,Jhotwara,Premium,Silver,2024-03-09
C11899,Upma Khatri,Female,51.0,Civil Lines,Regular,Silver,2024-12-22
C10842,Triveni Raman,Female,27.0,Pratap Nagar,Wholesale,Gold,2024-01-26
C10441,Saumya Agrawal,Female,18.0,Bapu Nagar,Regular,Gold,2022-01-09
C05780,Owen Bhandari,Male,24.0,Vaishali Nagar,Premium,Silver,2024-12-29
C05892,Krishna Hayer,Female,24.0,Tonk Road,Premium,Platinum,2019-12-23
C05845,Urmi Thaker,Female,27.0,Sodala,Premium,Gold,2025-07-14
C04855,Nachiket Narain,Male,49.0,Malviya Nagar,Regular,Silver,2021-06-26
C04168,Ethan Dave,Male,45.0,Tonk Road,Regular,Silver,2022-07-03
C12642,Aarnav Modi,Male,37.0,Tonk Road,Regular,Silver,2024-11-12
C12034,Aarush Goel,Male,43.0,Mansarovar,Regular,Platinum,2025-08-20
C12063,Aashi Lata,Female,61.0,Ajmer Road,Regular,Gold,2025-02-26
C04023,Yauvani Borde,Female,18.0,Ajmer Road,Regular,Silver,2025-08-30
C14330,Vedhika Hayre,Female,33.0,Ajmer Road,Regular,Gold,2024-10-22
C10028,Arin Dua,Male,49.0,Durgapura,Regular,Silver,2020-08-22
C06388,Faras Sekhon,Male,55.0,Malviya Nagar,Regular,Silver,2025-10-13
C05662,Anusha Mittal,Female,43.0,Vidyadhar Nagar,Premium,Gold,2023-08-11
C13074,Nirja Bali,Female,54.0,Vaishali Nagar,Regular,Silver,2018-06-29
C11654,William Ramesh,Male,18.0,Civil Lines,Regular,Gold,2024-08-28
C03954,Vansha Kumer,Female,41.0,Malviya Nagar,Premium,Silver,2025-08-26
C08739,Chakrika Dixit,Female,46.0,Durgapura,Regular,Silver,2019-09-27
C02229,Qabil Handa,Male,38.0,Mansarovar,Regular,Platinum,2023-11-22
C06178,Amaira Sami,Female,18.0,Sodala,Regular,Silver,2018-10-26
C07540,Idika Yadav,Female,39.0,Civil Lines,Regular,Silver,2024-08-29
C06451,Shravya Venkataraman,Female,18.0,Durgapura,Regular,Silver,2024-02-07
C01041,Yadavi Garg,Female,43.0,Vaishali Nagar,Regular,Silver,2024-03-01
C09638,Samarth Kata,Male,48.0,Jagatpura,Premium,Platinum,2024-03-08
C08006,Faris Chad,Male,54.0,Sikar Road,Regular,Gold,2022-05-17
C02736,Sanya Kapoor,Female,44.0,Pratap Nagar,Regular,Silver,2020-01-23
C13212,Xalak Mani,Female,32.0,Pratap Nagar,Premium,Gold,2020-12-30
C10033,Gabriel Ganesan,Male,58.0,Sodala,Regular,Gold,2023-11-11
C13355,Gauri Bava,Female,35.0,Mansarovar,Regular,Gold,2023-02-28
C14421,Kritika Loke,Female,29.0,Jagatpura,Regular,Silver,2021-06-18
C01263,Balveer Ram,Male,55.0,Civil Lines,Regular,Gold,2022-09-30
C07872,Mitesh Malhotra,Male,31.0,Ajmer Road,Regular,Gold,2021-11-24
C08395,Tripti Wali,Female,26.0,Vaishali Nagar,Regular,Silver,2018-02-16
C08198,Nisha Dubey,Female,28.0,Tonk Road,Regular,Silver,2021-02-10
C04767,Indira Radhakrishnan,Female,33.0,Mansarovar,Regular,Gold,2019-03-26
C11978,Qabil Dalal,Male,42.0,Jagatpura,Premium,Gold,2025-11-09
C04788,Baghyawati Chander,Female,40.0,Civil Lines,Regular,Silver,2023-01-12
C02855,Idika Nagarajan,Female,24.0,Sodala,Premium,Platinum,2020-10-24
C06046,Sai Mahajan,Male,45.0,Durgapura,Regular,Silver,2025-12-01
C12177,Gautami Kar,Female,51.0,Sodala,Regular,Silver,2023-02-13
C00081,Parth Kade,Male,38.0,Durgapura,Regular,Gold,2020-06-10
C13436,Charvi Sanghvi,Female,37.0,Pratap Nagar,Regular,Gold,2023-03-14
C12065,Hredhaan Dhaliwal,Male,42.0,Durgapura,Wholesale,Platinum,2019-05-18
C00094,Shivansh Ramakrishnan,Male,54.0,Mansarovar,Premium,Platinum,2024-12-30
C05139,Adya Mitra,Female,35.0,Ajmer Road,Regular,Silver,2025-07-17
C06778,Tristan Sha,Male,27.0,Mansarovar,Regular,Silver,2018-04-14
C00392,Mitali Divan,Female,30.0,Sodala,Regular,Silver,2022-01-30
C09823,Qarin Gaba,Male,47.0,Tonk Road,Regular,Silver,2023-05-16
C05011,Yachana Bhatia,Female,26.0,Ajmer Road,Premium,Platinum,2018-03-01
C05080,Vritti Bains,Female,33.0,Mansarovar,Regular,Silver,2022-09-03
C09625,Samarth Iyengar,Male,40.0,Shyam Nagar,Regular,Gold,2023-04-09
C08589,Krishna Subramaniam,Male,29.0,Sikar Road,Premium,Platinum,2022-11-19
C04797,Akshay Borah,Male,41.0,Vaishali Nagar,Regular,Gold,2024-10-21
C09041,Jagvi Pingle,Female,37.0,Malviya Nagar,Wholesale,Platinum,2020-06-11
C02980,Chatura Dey,Male,40.0,Raja Park,Regular,Gold,2021-11-12
C12569,Faris Prakash,Male,49.0,Pratap Nagar,Premium,Gold,2025-02-22
C12666,Vedhika Baral,Female,59.0,Vaishali Nagar,Regular,Platinum,2022-03-03
C04904,Qadim Raman,Male,28.0,Mansarovar,Premium,Silver,2022-03-28
C12831,Forum Palan,Female,62.0,Sikar Road,Premium,Silver,2021-12-02
C01508,Ishita Tak,Female,30.0,Jagatpura,Regular,Silver,2023-11-11
C14774,Ranbir Mann,Male,39.0,Bani Park,Premium,Gold,2025-06-26
C08962,Watika Pai,Female,18.0,Pratap Nagar,Premium,Gold,2021-08-09
C03212,Anusha Sur,Female,18.0,Vidyadhar Nagar,Regular,Gold,2025-08-11
C12301,Falguni Om,Female,46.0,Malviya Nagar,Regular,Silver,2020-03-31
C07167,Gagan Bhatnagar,Male,33.0,Tonk Road,Regular,Gold,2021-12-12
C12499,Ekaja Korpal,Female,24.0,Raja Park,Regular,Silver,2019-10-08
C04539,Charan Memon,Male,46.0,Sikar Road,Regular,Silver,2022-10-14
C00942,Raagini Chaudhuri,Female,55.0,Malviya Nagar,Regular,Platinum,2024-05-20
C09995,Kashish Parsa,Female,27.0,Sodala,Premium,Silver,2020-02-28
C12224,Warinder Kashyap,Male,47.0,Sikar Road,Premium,Gold,2024-04-12
C05021,Henry Chatterjee,Male,48.0,Bapu Nagar,Regular,Silver,2024-01-12
C13692,Faraj Bal,Male,43.0,Shyam Nagar,Premium,Gold,2025-12-10
C09244,Deepa Sahni,Female,62.0,C-Scheme,Regular,Silver,2024-08-27
C00690,Wridesh Chaudhari,Male,19.0,Tonk Road,Regular,Gold,2021-04-11
C03158,Ishani Borah,Female,34.0,C-Scheme,Wholesale,Platinum,2023-05-30
C00958,Jalsa Mahal,Female,22.0,Raja Park,Regular,Silver,2018-04-18
C04732,Geetika Shan,Female,28.0,Sikar Road,Regular,Silver,2021-07-05
C10220,Oeshi Sachar,Female,36.0,Bani Park,Regular,Platinum,2023-02-11
C02373,Siddharth Mani,Male,18.0,Civil Lines,Regular,Silver,2019-07-05
C09546,Dominic Minhas,Male,51.0,Bapu Nagar,Regular,Silver,2023-12-12
C09514,Balvan Peri,Male,58.0,Sikar Road,Premium,Platinum,2025-05-30
C05551,Qadim Srinivas,Male,46.0,Vaishali Nagar,Regular,Silver,2021-06-15
C10943,Tejas Mohanty,Male,46.0,Raja Park,Regular,Platinum,2019-12-25
C09905,Nitara Bora,Female,33.0,Sodala,Regular,Gold,2018-01-18
C14800,Noah Kohli,Male,50.0,Sikar Road,Regular,Silver,2022-06-15
C02151,Gaurav Devi,Male,25.0,Tonk Road,Regular,Silver,2018-08-22
C12908,Balveer Karpe,Male,49.0,C-Scheme,Regular,Gold,2022-01-09
C08402,Gaurika Subramaniam,Female,48.0,Jhotwara,Regular,Silver,2022-11-11
C08773,Zilmil Rana,Female,58.0,Civil Lines,Regular,Silver,2025-05-31
C02330,Lila Bali,Female,25.0,Pratap Nagar,Regular,Gold,2022-02-05
C01732,Ishaan Dave,Male,29.0,Vidyadhar Nagar,Regular,Gold,2019-10-02
C13210,Yashvi Chada,Female,36.0,Pratap Nagar,Regular,Silver,2023-01-23
C06732,Kritika Roy,Female,36.0,Raja Park,Regular,Silver,2020-06-30
C02544,Meghana Rao,Female,42.0,Bapu Nagar,Premium,Gold,2022-02-15
C04650,Chatresh Shere,Male,49.0,Vaishali Nagar,Premium,Platinum,2019-07-13
C05820,Ekansh Mannan,Male,49.0,Jagatpura,Regular,Silver,2021-03-06
C12001,Liam Amble,Male,30.0,Raja Park,Regular,Gold,2018-08-20
C01352,Bhanumati Wason,Female,54.0,Mansarovar,Premium,Gold,2021-01-08
C05502,Yagnesh Nori,Male,33.0,Ajmer Road,Regular,Platinum,2018-06-27
C09276,Chanchal Madan,Female,44.0,Sikar Road,Regular,Silver,2018-04-16
C02290,Chakradev Tella,Male,30.0,Jhotwara,Regular,Silver,2018-07-24
C05867,Aarush Saxena,Male,28.0,Bapu Nagar,Regular,Gold,2019-09-30
C14363,Geetika Yohannan,Female,41.0,Pratap Nagar,Regular,Gold,2018-05-25
C12083,Mekhala Dhingra,Female,45.0,Jagatpura,Wholesale,Platinum,2024-01-22
C14067,Pavani Arya,Female,28.0,Raja Park,Regular,Silver,2024-12-17
C08343,Bishakha Purohit,Female,47.0,Shyam Nagar,Premium,Gold,2020-06-14
C08783,Anthony Gera,Male,36.0,Bapu Nagar,Regular,Silver,2021-09-10
C07457,Mekhala Choudhary,Female,56.0,Durgapura,Regular,Platinum,2020-03-21
C11863,Samuel Thakur,Male,36.0,Vaishali Nagar,Regular,Silver,2022-12-08
C05949,Chandresh Chandran,Male,28.0,Vidyadhar Nagar,Regular,Silver,2022-12-04
C06132,Idika Tandon,Female,36.0,Durgapura,Regular,Gold,2021-08-05
C09938,Barkha Rai,Female,47.0,Jagatpura,Premium,Platinum,2022-04-01
C11295,Parth Bahl,Male,31.0,C-Scheme,Regular,Gold,2019-08-26
